transaction_id,customer_id,amount,country,device,merchant_category,failed_logins,new_device,transaction_time,fraud
909,8897,78.64,Singapore,Android,Luxury,0,1,2026-04-12 13:45:13.680341,0
910,4786,23.17,Germany,Windows,Luxury,4,0,2026-04-27 10:00:43.585015,0
911,7728,17.37,UK,Windows,Grocery,1,0,2026-04-26 14:39:03.027484,0
912,3042,7.83,India,iPhone,Restaurant,4,1,2026-04-15 00:13:39.027643,1
913,7399,261.89,Brazil,Android,Grocery,5,0,2026-04-07 05:18:15.428686,0
914,3542,5.29,Canada,MacBook,Gaming,0,0,2026-04-15 03:35:19.250648,0
915,8805,49.22,Germany,MacBook,Grocery,1,1,2026-04-11 23:22:40.218117,0
916,5254,100.3,Singapore,Tablet,Luxury,0,1,2026-04-26 06:07:30.520868,0
917,1465,288.74,UK,Tablet,Grocery,5,1,2026-05-03 13:49:05.122530,1
918,3871,57.47,USA,Tablet,Grocery,4,1,2026-04-18 14:01:28.074322,0
919,2646,295.4,USA,Windows,Electronics,0,0,2026-04-29 02:31:53.025523,0
920,5669,2.72,India,Android,Luxury,0,0,2026-04-18 12:29:47.101174,0
921,5742,33.26,Germany,MacBook,Gaming,2,1,2026-04-18 03:05:30.559716,0
922,8303,297.7,Brazil,MacBook,Electronics,5,0,2026-04-25 06:40:33.033574,0
923,9033,16.01,Singapore,Windows,Gaming,4,0,2026-04-09 13:27:34.075948,0
924,5885,231.75,Singapore,MacBook,Travel,4,0,2026-04-21 11:39:02.970511,0
925,4678,130.78,Singapore,Tablet,Luxury,2,1,2026-04-27 15:09:01.625365,0
926,7829,84.31,India,iPhone,Travel,4,1,2026-04-12 22:33:44.983442,1
927,3492,160.38,Canada,MacBook,Restaurant,0,1,2026-04-08 07:54:56.988836,0
928,7916,385.15,Germany,iPhone,Grocery,5,0,2026-04-29 15:45:16.810179,0
929,5909,123.06,Brazil,iPhone,Restaurant,5,1,2026-05-05 05:08:24.069524,1
930,8174,22.39,India,MacBook,Electronics,4,0,2026-04-11 05:19:20.443267,0
931,4798,140.91,Mexico,Android,Travel,1,1,2026-04-09 22:30:52.223586,0
932,7492,28.27,Brazil,Windows,Restaurant,4,0,2026-05-06 16:17:33.107336,0
933,5807,15.6,Singapore,MacBook,Travel,1,1,2026-05-05 17:41:49.544856,0
934,9876,0.03,Brazil,iPhone,Electronics,0,0,2026-04-20 13:26:54.651629,0
935,8150,17.33,India,Windows,Gaming,4,1,2026-04-24 05:25:40.258549,1
936,7376,15.93,UK,Android,Luxury,4,0,2026-04-12 01:36:09.841772,0
937,8607,43.62,Canada,iPhone,Luxury,1,0,2026-04-07 22:11:00.171176,0
938,3842,5.41,India,MacBook,Grocery,0,0,2026-04-09 13:06:48.194277,1
939,6885,23.26,Germany,MacBook,Restaurant,1,1,2026-04-08 12:34:24.099077,0
940,4636,42.45,USA,iPhone,Restaurant,4,0,2026-04-18 12:15:31.557772,0
941,8391,69.47,Brazil,Android,Electronics,1,1,2026-04-11 00:40:54.112832,0
942,3545,16.82,USA,Windows,Gaming,4,0,2026-04-20 05:57:24.049389,1
943,7650,204.26,India,iPhone,Grocery,4,0,2026-04-30 15:02:55.044495,0
944,3511,68.1,Canada,Tablet,Gaming,2,1,2026-05-02 10:41:53.870948,0
945,6483,27.98,Canada,MacBook,Electronics,5,1,2026-04-26 05:52:38.363286,1
946,5237,94.26,UK,Windows,Restaurant,0,0,2026-04-28 21:46:36.577003,0
947,7562,167.23,India,MacBook,Gaming,0,1,2026-04-10 15:55:02.117958,0
948,4011,63.53,UK,Windows,Gaming,0,1,2026-04-25 00:03:40.985147,0
949,9072,219.32,USA,Tablet,Electronics,1,0,2026-04-19 14:45:13.536992,0
950,3381,248.63,Germany,Tablet,Travel,2,0,2026-05-06 09:45:54.815025,0
951,5363,210.25,India,Android,Grocery,0,1,2026-04-09 16:08:59.503456,0
952,6950,292.43,UK,iPhone,Travel,2,0,2026-04-23 14:14:54.132448,0
953,8036,20.21,UK,iPhone,Gaming,2,0,2026-04-14 10:08:19.863999,0
954,5064,58.43,UK,Android,Travel,1,1,2026-05-06 23:57:56.804836,0
955,1313,5.29,UK,Windows,Restaurant,2,0,2026-05-05 21:30:59.941590,0
956,4709,213.59,USA,Tablet,Travel,2,1,2026-05-05 00:04:17.042037,0
957,9496,464.4,Germany,Windows,Restaurant,2,1,2026-05-01 03:34:28.542877,0
958,1140,298.16,Canada,MacBook,Restaurant,0,1,2026-04-25 10:51:33.587537,0
959,6207,188.79,Canada,MacBook,Restaurant,5,1,2026-04-29 09:15:37.577670,1
960,4455,394.56,Germany,Android,Luxury,1,1,2026-04-12 23:43:55.389096,0
961,7979,195.55,Brazil,iPhone,Grocery,1,0,2026-04-19 23:55:10.482903,0
962,3991,49.17,Germany,MacBook,Restaurant,5,0,2026-04-29 21:50:15.274548,0
963,1217,149.42,Mexico,Android,Grocery,2,1,2026-05-03 03:57:29.948567,0
964,7842,45.88,Singapore,Android,Grocery,0,1,2026-04-17 07:25:41.900506,0
965,1596,254.38,Canada,Android,Grocery,0,0,2026-04-24 02:20:00.667606,0
966,6857,24.42,USA,MacBook,Travel,5,1,2026-04-10 21:00:14.315335,0
967,6467,209.8,USA,Windows,Electronics,0,0,2026-05-01 07:05:08.572163,0
968,1250,4.59,India,Tablet,Restaurant,4,0,2026-04-13 15:23:20.369057,1
969,3118,8.78,USA,Tablet,Travel,1,1,2026-04-12 19:03:36.226727,0
970,3914,67.66,Mexico,iPhone,Restaurant,1,0,2026-04-23 04:18:44.082370,0
971,8850,7.52,Germany,Tablet,Restaurant,0,1,2026-04-29 17:31:16.248318,0
972,2054,400.44,Canada,Android,Grocery,1,1,2026-04-10 11:01:40.127168,0
973,6791,21.89,Canada,Android,Gaming,0,0,2026-04-26 21:03:35.011139,1
974,2429,9.43,India,MacBook,Gaming,0,0,2026-04-20 22:20:11.788326,0
975,6338,451.72,India,Android,Luxury,1,0,2026-04-13 15:00:29.619570,0
976,8601,37.35,Germany,Windows,Electronics,5,1,2026-04-11 17:00:21.101965,1
977,3907,183.83,UK,iPhone,Grocery,5,1,2026-04-13 08:24:31.473434,1
978,8315,148.76,USA,Tablet,Electronics,4,1,2026-04-27 18:44:34.920192,0
979,2521,68.78,Germany,MacBook,Restaurant,1,1,2026-04-21 18:08:52.763197,0
980,4063,205.12,Singapore,MacBook,Travel,0,0,2026-05-06 12:45:02.352994,0
981,5710,76.18,Singapore,MacBook,Electronics,2,1,2026-05-01 12:34:54.108089,0
982,4899,40.01,Canada,iPhone,Grocery,2,0,2026-05-03 06:53:20.430758,0
983,6151,48.95,Singapore,Tablet,Restaurant,5,1,2026-04-30 13:56:18.249637,1
984,2139,200.91,Germany,Android,Gaming,4,0,2026-04-20 02:41:36.507349,0
985,3825,79.13,Canada,Windows,Restaurant,4,1,2026-05-04 10:51:22.665361,1
986,1678,131.58,USA,Windows,Restaurant,5,0,2026-04-10 13:39:13.478642,0
987,8721,15.34,USA,Tablet,Restaurant,3,1,2026-04-07 06:15:32.248114,0
988,2710,192.02,Brazil,Tablet,Gaming,3,1,2026-04-11 17:21:43.868801,1
989,4121,89.13,Brazil,Tablet,Restaurant,5,0,2026-04-10 22:04:10.349548,0
990,7352,155.38,USA,Android,Restaurant,5,1,2026-04-16 10:32:51.754358,0
991,8137,381.69,Germany,Android,Grocery,5,0,2026-04-18 18:57:02.954524,0
992,6078,30.71,Germany,MacBook,Electronics,2,0,2026-05-06 14:24:39.999959,0
993,6182,23.99,Brazil,MacBook,Electronics,0,0,2026-05-04 12:00:35.134722,0
994,1228,23.99,UK,Windows,Gaming,0,1,2026-04-09 06:56:49.422572,0
995,6308,41.41,Singapore,Android,Restaurant,4,0,2026-04-30 03:05:03.112699,0
996,7286,26.89,India,Tablet,Restaurant,2,0,2026-04-25 22:15:47.247194,0
997,8383,33.18,Germany,MacBook,Electronics,2,1,2026-04-28 05:41:43.187102,0
998,5827,15.4,Singapore,iPhone,Restaurant,1,0,2026-04-30 05:29:20.934152,0
999,9393,261.37,Singapore,Tablet,Electronics,1,1,2026-04-20 12:19:27.230667,0
1000,1642,199.69,USA,Android,Luxury,3,1,2026-04-21 19:05:10.078138,0
1001,5533,49.82,Singapore,Android,Electronics,5,1,2026-04-17 11:04:12.056176,1
1002,4864,269.07,Brazil,Tablet,Electronics,5,1,2026-05-01 19:39:41.117158,1
1003,9618,173.48,India,Android,Luxury,4,0,2026-04-14 19:11:31.310217,1
1004,3847,2.11,India,Windows,Electronics,5,0,2026-04-20 11:35:37.958266,0
1005,6704,70.1,Brazil,Tablet,Grocery,4,1,2026-04-30 05:46:03.023035,1
1006,8763,68.17,Canada,MacBook,Gaming,2,1,2026-04-24 06:10:54.136299,0
1007,9518,157.07,USA,MacBook,Electronics,4,1,2026-04-16 14:41:28.541719,0
1008,9386,64.01,USA,iPhone,Grocery,4,1,2026-04-12 14:50:25.340512,0
1009,4400,313.91,Canada,Android,Restaurant,5,1,2026-04-19 16:17:19.998497,1
1010,6349,36.39,Germany,MacBook,Gaming,2,0,2026-04-24 21:04:47.215632,0
1011,8559,166.95,UK,Tablet,Grocery,0,0,2026-04-20 13:12:33.441409,0
1012,2002,47.58,UK,MacBook,Travel,5,1,2026-04-10 00:25:37.647500,1
1013,7214,279.74,UK,Tablet,Travel,5,1,2026-04-07 20:30:10.040294,1
1014,6661,34.88,Brazil,iPhone,Restaurant,4,0,2026-04-08 20:47:19.356848,0
1015,7694,61.21,India,MacBook,Grocery,2,0,2026-05-06 16:48:50.759999,0
1016,9243,2.08,Singapore,MacBook,Electronics,0,0,2026-04-08 07:58:44.011878,0
1017,7158,348.96,Canada,Android,Restaurant,5,0,2026-04-10 20:13:37.357201,0
1018,9316,45.12,Canada,iPhone,Restaurant,3,1,2026-04-15 21:56:42.550956,1
1019,8598,76.69,UK,Android,Electronics,0,1,2026-04-21 15:55:17.231895,0
1020,8007,12.21,Germany,Windows,Electronics,3,0,2026-04-10 03:30:22.469288,0
1021,4672,219.52,India,iPhone,Restaurant,5,0,2026-04-29 16:11:31.630723,0
1022,4225,121.54,Mexico,MacBook,Travel,4,1,2026-05-02 00:38:36.033813,1
1023,5003,28.69,UK,iPhone,Gaming,4,1,2026-04-16 14:06:27.334549,1
1024,1774,14.46,Canada,Tablet,Gaming,2,1,2026-04-25 14:03:33.437355,1
1025,8913,8.01,Germany,iPhone,Electronics,0,0,2026-04-19 00:28:12.732577,0
1026,1698,399.1,Singapore,Android,Gaming,1,1,2026-04-27 21:56:49.147962,0
1027,3149,3.33,Singapore,MacBook,Electronics,4,0,2026-04-25 21:44:27.191350,0
1028,8448,2.47,Mexico,Android,Electronics,3,0,2026-04-26 20:30:56.583935,0
1029,3826,27.88,Brazil,MacBook,Travel,0,0,2026-05-01 11:03:00.635262,0
1030,3142,28.57,Brazil,MacBook,Travel,3,0,2026-04-11 13:16:34.629878,0
1031,5336,22.53,Canada,Windows,Luxury,5,0,2026-04-18 02:55:15.291367,0
1032,2599,75.89,Brazil,MacBook,Restaurant,1,1,2026-04-16 09:31:16.323356,0
1033,4260,179.03,India,Tablet,Gaming,0,1,2026-05-03 23:27:07.153101,0
1034,7901,183.5,Brazil,Windows,Restaurant,0,0,2026-04-18 07:48:19.488796,0
1035,3882,175.46,Mexico,iPhone,Gaming,1,1,2026-04-30 06:18:46.438947,0
1036,8893,103.32,Canada,MacBook,Travel,2,1,2026-04-27 21:01:07.971682,0
1037,3986,192.23,India,Tablet,Travel,0,1,2026-04-12 04:39:55.226533,0
1038,5970,24.23,Brazil,Windows,Restaurant,0,0,2026-04-15 16:01:14.169139,0
1039,1458,47.4,UK,MacBook,Luxury,0,0,2026-04-21 12:46:35.039176,0
1040,6423,580.43,USA,Windows,Grocery,0,1,2026-04-11 16:21:51.211593,0
1041,4427,60.22,Mexico,Tablet,Travel,1,0,2026-04-19 12:00:59.419743,0
1042,8107,2.51,UK,Windows,Gaming,5,1,2026-04-10 23:05:49.601604,1
1043,1247,94.55,Mexico,MacBook,Luxury,0,0,2026-04-13 14:16:41.309118,0
1044,3599,138.82,Brazil,Tablet,Travel,1,0,2026-05-05 00:29:38.777299,0
1045,2841,67.54,UK,Windows,Grocery,2,1,2026-05-07 00:45:01.143587,0
1046,4844,17.41,India,Tablet,Electronics,5,0,2026-04-14 03:20:00.275146,0
1047,7297,263.56,UK,MacBook,Restaurant,1,1,2026-04-17 14:56:50.207277,0
1048,3312,79.9,Mexico,Android,Gaming,4,0,2026-05-06 06:30:05.108252,0
1049,2448,304.47,Germany,Android,Grocery,5,1,2026-04-28 18:53:34.786388,1
1050,4517,160.67,UK,MacBook,Luxury,3,1,2026-04-08 01:03:22.953868,1
1051,1497,150.49,Brazil,MacBook,Restaurant,5,0,2026-04-22 14:01:37.938113,0
1052,2342,10.41,Germany,Windows,Restaurant,2,1,2026-04-24 06:34:50.701722,0
1053,3912,318.14,UK,iPhone,Travel,4,1,2026-04-13 13:13:38.945662,1
1054,2018,8.2,USA,Tablet,Luxury,3,1,2026-05-06 04:28:38.510680,0
1055,6489,4.25,Singapore,Windows,Gaming,0,0,2026-04-22 03:14:19.750031,0
1056,1508,26.66,India,Android,Gaming,1,0,2026-04-15 14:52:16.765013,0
1057,5310,281.54,UK,MacBook,Restaurant,0,1,2026-05-02 13:14:11.549256,0
1058,9114,26.07,Canada,Windows,Electronics,5,0,2026-04-08 01:35:25.213760,0
1059,4512,4.54,Singapore,iPhone,Grocery,3,0,2026-04-26 12:59:30.577688,1
1060,4030,93.2,Canada,MacBook,Restaurant,4,1,2026-04-09 19:09:21.833547,1
1061,4053,122.3,Germany,iPhone,Luxury,0,0,2026-04-11 16:04:36.689514,0
1062,6875,37.2,Brazil,Windows,Electronics,3,1,2026-05-01 09:26:35.432734,1
1063,8223,35.34,Germany,Tablet,Electronics,4,1,2026-04-10 21:48:22.641981,1
1064,2434,113.5,USA,Android,Restaurant,4,0,2026-04-17 11:25:48.962478,0
1065,8031,201.77,USA,Tablet,Restaurant,3,0,2026-05-01 20:57:16.366770,0
1066,9246,105.98,India,Android,Luxury,1,1,2026-04-09 03:30:36.873070,0
1067,3681,152.45,Germany,iPhone,Electronics,4,0,2026-04-28 16:24:36.437917,0
1068,6785,63.8,USA,Android,Grocery,3,1,2026-05-02 16:47:54.126044,0
1069,1985,1.96,UK,Windows,Grocery,3,1,2026-04-09 17:54:41.725456,1
1070,4608,172.05,UK,MacBook,Luxury,4,1,2026-05-02 21:57:05.461474,1
1071,2150,80.48,Brazil,MacBook,Gaming,1,0,2026-04-12 08:18:34.624036,0
1072,1543,105.12,Germany,iPhone,Grocery,1,1,2026-04-11 08:32:38.670241,0
1073,2386,325.81,India,Windows,Electronics,1,1,2026-05-06 01:02:49.103029,0
1074,1755,84.4,Mexico,MacBook,Restaurant,5,1,2026-05-04 03:02:34.496351,1
1075,1672,92.06,Singapore,MacBook,Gaming,2,1,2026-04-18 15:06:40.153137,0
1076,7737,152.01,Brazil,Tablet,Grocery,4,0,2026-04-24 23:03:38.971220,0
1077,4834,69.12,Singapore,Tablet,Restaurant,4,1,2026-04-09 15:17:27.747304,1
1078,4529,159.12,UK,MacBook,Travel,0,0,2026-05-04 09:15:16.593181,1
1079,7451,58.29,USA,Tablet,Luxury,5,1,2026-04-28 18:59:20.396982,0
1080,1182,27.51,India,iPhone,Travel,0,0,2026-04-25 22:00:00.891389,0
1081,1093,78.04,UK,Android,Gaming,2,1,2026-05-04 20:07:00.059581,1
1082,1805,114.0,Brazil,Tablet,Restaurant,1,1,2026-04-10 17:22:28.248024,0
1083,8960,329.53,UK,Tablet,Travel,0,1,2026-04-10 10:01:13.037934,0
1084,8292,161.54,Germany,Tablet,Gaming,0,1,2026-04-13 16:15:38.765734,0
1085,1838,73.02,Canada,MacBook,Grocery,0,0,2026-05-05 19:59:23.752839,0
1086,3718,205.03,Mexico,iPhone,Electronics,3,1,2026-05-03 00:29:25.243204,1
1087,7119,2.47,Germany,Windows,Luxury,2,1,2026-05-05 18:32:24.995338,0
1088,4071,138.26,USA,Android,Electronics,4,1,2026-04-29 15:41:05.277593,0
1089,9373,218.96,USA,iPhone,Restaurant,2,1,2026-04-20 13:03:44.231869,0
1090,7871,2.79,USA,Windows,Luxury,1,0,2026-05-02 03:43:19.290005,0
1091,1314,31.35,USA,iPhone,Grocery,4,1,2026-04-09 12:45:20.424374,0
1092,3930,11.84,Canada,iPhone,Luxury,4,1,2026-05-06 10:24:19.213298,1
1093,7808,117.22,Brazil,iPhone,Electronics,1,0,2026-04-23 08:17:07.848052,0
1094,3152,54.54,Mexico,Windows,Restaurant,1,0,2026-04-21 03:10:17.449884,0
1095,8195,300.53,Mexico,Tablet,Grocery,0,0,2026-04-15 18:09:57.757563,0
1096,2561,141.3,Germany,Tablet,Restaurant,1,1,2026-05-01 05:17:38.686307,0
1097,5633,98.6,Singapore,Android,Gaming,2,1,2026-05-02 18:53:09.066296,0
1098,5642,64.62,Germany,Android,Gaming,2,0,2026-04-13 18:30:25.449111,0
1099,8409,110.53,Mexico,MacBook,Travel,1,1,2026-04-15 21:46:09.406376,0
1100,1459,147.61,Mexico,iPhone,Luxury,4,0,2026-04-25 22:19:23.875010,1
1101,3615,4.09,Singapore,MacBook,Grocery,0,1,2026-05-02 03:38:52.369846,0
1102,3181,65.89,UK,Windows,Luxury,0,1,2026-04-29 08:27:11.190132,0
1103,3596,110.4,Canada,Tablet,Luxury,3,0,2026-04-26 12:37:51.120802,0
1104,9087,309.81,Germany,Android,Restaurant,4,1,2026-04-21 19:13:36.423196,1
1105,6397,102.78,Canada,Android,Gaming,0,0,2026-04-08 09:31:59.613366,0
1106,1552,85.14,Brazil,MacBook,Restaurant,4,0,2026-04-21 00:13:50.593402,0
1107,8456,39.79,Mexico,iPhone,Luxury,0,0,2026-05-03 15:40:52.712481,0
1108,3719,34.16,Mexico,MacBook,Luxury,4,1,2026-04-25 19:07:37.031059,1
1109,9211,37.25,Mexico,Windows,Electronics,5,0,2026-04-14 09:40:16.691894,0
1110,8273,17.98,Brazil,Android,Luxury,1,1,2026-04-13 16:31:45.117648,0
1111,4745,241.72,Mexico,Tablet,Gaming,3,0,2026-05-01 15:20:45.044176,0
1112,2123,93.04,USA,Tablet,Electronics,5,0,2026-04-20 03:43:41.050578,0
1113,9890,158.57,India,Android,Electronics,0,0,2026-04-25 02:48:00.848962,1
1114,9806,43.03,Canada,MacBook,Gaming,1,1,2026-04-27 22:41:03.877265,0
1115,3825,264.03,Brazil,iPhone,Travel,4,0,2026-04-23 10:23:39.837183,1
1116,3094,268.77,Singapore,iPhone,Grocery,0,0,2026-04-14 10:30:01.115035,0
1117,9429,25.96,Canada,Windows,Luxury,2,1,2026-04-26 17:23:05.558659,0
1118,6884,110.4,Singapore,iPhone,Grocery,3,1,2026-04-08 18:54:37.641199,1
1119,2061,169.8,USA,Tablet,Restaurant,5,1,2026-04-17 09:36:25.829681,0
1120,1937,437.6,UK,Windows,Electronics,0,1,2026-05-01 06:55:34.010383,0
1121,2105,170.38,Mexico,MacBook,Luxury,5,1,2026-04-23 16:36:52.294434,1
1122,1293,32.63,India,Windows,Electronics,3,1,2026-05-01 15:15:19.422919,1
1123,6103,157.53,UK,MacBook,Travel,1,0,2026-05-04 18:57:40.109571,0
1124,9437,72.5,Canada,Windows,Luxury,0,0,2026-04-19 04:44:29.661676,0
1125,3835,47.22,Singapore,Android,Restaurant,5,1,2026-04-30 16:12:10.929639,1
1126,5804,75.06,Singapore,Windows,Grocery,1,0,2026-04-22 20:59:24.389878,0
1127,9936,143.52,USA,Android,Luxury,2,1,2026-04-15 23:11:26.013849,0
1128,8217,29.11,Germany,MacBook,Luxury,0,1,2026-04-19 21:38:06.578542,0
1129,9853,39.14,India,MacBook,Travel,3,1,2026-04-12 13:53:48.555582,1
1130,7137,83.96,Singapore,MacBook,Electronics,5,1,2026-04-28 17:37:44.180103,1
1131,7199,187.24,Germany,Android,Grocery,2,0,2026-05-02 22:49:03.147901,0
1132,1519,4.05,Mexico,Windows,Travel,3,1,2026-05-05 06:37:42.543797,1
1133,4952,195.86,India,MacBook,Gaming,1,0,2026-04-22 04:55:18.290422,0
1134,4889,76.77,Brazil,iPhone,Electronics,5,0,2026-04-29 00:27:27.456660,0
1135,2863,36.71,Mexico,iPhone,Travel,1,1,2026-04-30 06:19:09.193186,0
1136,6125,557.71,Canada,Tablet,Restaurant,4,0,2026-04-14 00:12:16.712114,0
1137,1521,78.94,UK,Windows,Restaurant,0,1,2026-05-04 12:04:02.707301,0
1138,2592,108.89,Canada,iPhone,Electronics,0,1,2026-04-28 21:59:38.028072,0
1139,5859,6.16,Canada,Android,Gaming,4,1,2026-05-06 04:29:01.740740,1
1140,7801,142.89,USA,Windows,Travel,2,1,2026-04-16 18:34:47.021906,0
1141,1709,320.08,UK,Tablet,Travel,4,0,2026-05-02 13:54:57.874572,0
1142,5047,325.87,USA,iPhone,Electronics,0,0,2026-05-03 11:30:13.531869,0
1143,3746,207.45,USA,iPhone,Travel,3,0,2026-04-17 21:38:34.707922,0
1144,5193,456.37,Canada,MacBook,Electronics,3,0,2026-04-23 16:39:20.894134,0
1145,8691,10.38,Brazil,MacBook,Gaming,2,1,2026-04-25 12:16:35.423883,0
1146,6328,46.06,Brazil,MacBook,Restaurant,1,0,2026-04-12 19:49:34.799296,0
1147,2710,24.84,Brazil,Tablet,Electronics,4,1,2026-04-21 17:46:58.037779,1
1148,8103,156.32,Mexico,Windows,Travel,1,0,2026-04-28 08:06:11.314570,0
1149,1686,1.14,Canada,Android,Gaming,1,1,2026-04-25 16:00:16.906055,0
1150,7146,4.32,Mexico,iPhone,Luxury,3,0,2026-04-07 17:24:45.904817,0
1151,1244,125.93,Germany,Android,Restaurant,2,0,2026-04-08 13:31:46.161118,0
1152,8086,14.72,UK,Tablet,Travel,3,1,2026-04-09 21:27:19.884942,1
1153,7817,362.15,India,Windows,Travel,4,1,2026-04-09 15:57:31.864536,1
1154,3741,226.13,USA,iPhone,Travel,3,0,2026-04-30 00:25:09.317522,0
1155,3179,158.53,Brazil,Android,Restaurant,2,1,2026-04-16 21:06:49.125652,0
1156,9538,48.99,India,Tablet,Travel,5,1,2026-04-20 11:44:40.386294,1
1157,5812,16.46,Mexico,MacBook,Travel,1,1,2026-04-30 20:07:51.933778,0
1158,1992,27.59,India,iPhone,Grocery,0,1,2026-04-10 00:45:12.486099,0
1159,4626,20.34,Canada,Android,Restaurant,0,0,2026-04-09 08:01:26.052495,0
1160,3463,18.06,Canada,MacBook,Travel,1,1,2026-05-05 10:33:06.318735,0
1161,7599,152.44,Mexico,iPhone,Gaming,4,0,2026-05-02 20:38:16.436919,0
1162,5728,58.98,UK,Android,Gaming,1,0,2026-04-25 13:40:17.241548,1
1163,4990,264.46,Mexico,Windows,Restaurant,0,1,2026-04-14 07:05:11.428371,0
1164,7945,27.06,Singapore,iPhone,Travel,3,1,2026-04-27 16:30:22.021681,1
1165,9264,534.01,Germany,Windows,Grocery,0,0,2026-04-13 01:01:54.784301,0
1166,7536,7.9,Germany,Windows,Electronics,1,0,2026-04-10 14:29:28.915671,0
1167,2599,122.52,UK,Windows,Restaurant,3,0,2026-04-07 22:12:29.574679,0
1168,4696,118.14,USA,Tablet,Travel,2,1,2026-05-05 10:16:05.122952,0
1169,6292,8.67,Mexico,Windows,Electronics,2,1,2026-04-27 10:34:21.413130,0
1170,3696,90.09,India,Tablet,Electronics,2,0,2026-05-03 08:50:55.844335,0
1171,2344,61.89,India,Windows,Gaming,1,0,2026-05-03 02:30:28.569138,0
1172,4695,6.39,USA,MacBook,Travel,3,0,2026-04-20 05:32:11.211572,0
1173,1698,182.33,Mexico,Windows,Electronics,5,1,2026-04-26 21:26:09.438388,1
1174,2037,110.01,Brazil,iPhone,Travel,4,1,2026-05-06 02:16:32.827749,1
1175,2964,332.49,Brazil,MacBook,Restaurant,5,1,2026-04-21 02:20:48.500814,1
1176,2746,12.64,UK,Windows,Gaming,5,0,2026-04-11 07:55:58.188836,0
1177,5135,2.62,UK,Tablet,Electronics,4,0,2026-04-19 10:11:02.913687,0
1178,4278,1.54,Mexico,iPhone,Restaurant,4,1,2026-04-13 14:32:56.121451,1
1179,7644,370.94,UK,Android,Luxury,1,0,2026-04-17 06:10:47.985267,0
1180,5702,267.28,USA,MacBook,Gaming,3,1,2026-04-10 22:24:28.357870,0
1181,2628,13.05,Canada,iPhone,Restaurant,5,0,2026-04-29 12:56:02.549649,1
1182,1602,7.25,Brazil,iPhone,Grocery,2,1,2026-04-12 02:07:15.160666,0
1183,9513,91.29,USA,MacBook,Electronics,1,0,2026-04-28 15:58:40.671644,0
1184,4995,359.09,Brazil,iPhone,Luxury,5,0,2026-04-14 14:14:58.294353,0
1185,4150,7.2,India,MacBook,Restaurant,3,0,2026-04-29 11:03:22.870865,0
1186,5347,519.59,India,iPhone,Restaurant,4,0,2026-04-19 07:56:27.934946,1
1187,2928,114.58,Brazil,Android,Grocery,2,1,2026-04-22 06:08:33.338894,0
1188,2517,345.02,Brazil,Tablet,Electronics,0,1,2026-04-28 06:55:35.589034,0
1189,8103,133.57,Mexico,Tablet,Travel,1,0,2026-05-04 21:00:38.918308,0
1190,4973,30.01,India,Windows,Luxury,2,1,2026-04-12 18:30:28.686682,0
1191,2646,168.37,Singapore,iPhone,Restaurant,0,0,2026-04-26 02:38:32.712015,0
1192,7200,58.0,Mexico,Tablet,Electronics,3,0,2026-04-27 22:44:22.094527,0
1193,9158,127.65,Canada,Tablet,Gaming,5,0,2026-04-24 06:25:45.830091,0
1194,2205,718.64,India,MacBook,Electronics,5,1,2026-04-11 12:24:21.613086,1
1195,3034,261.65,Canada,iPhone,Grocery,0,0,2026-04-22 01:57:34.507558,0
1196,5166,10.03,Singapore,iPhone,Gaming,1,1,2026-04-08 15:20:38.415610,0
1197,9851,69.18,Mexico,iPhone,Grocery,5,0,2026-04-11 07:13:37.976572,0
1198,6949,175.44,Mexico,Tablet,Travel,5,0,2026-04-13 00:25:27.685983,0
1199,1582,29.93,UK,iPhone,Grocery,1,1,2026-04-30 14:57:00.679368,0
1200,6356,22.61,Germany,MacBook,Luxury,3,1,2026-04-20 01:22:13.521122,1
1201,7575,3.02,UK,iPhone,Restaurant,5,1,2026-05-02 00:27:04.132193,1
1202,4886,143.49,UK,Windows,Travel,3,0,2026-04-22 22:46:27.232995,0
1203,5400,192.99,Canada,Windows,Restaurant,0,1,2026-05-02 05:50:55.760477,0
1204,2561,37.21,USA,iPhone,Gaming,2,0,2026-05-06 16:49:21.008836,0
1205,4660,79.05,Singapore,Tablet,Restaurant,3,0,2026-04-23 07:28:50.878868,0
1206,4605,138.26,Singapore,Windows,Restaurant,1,1,2026-04-13 17:25:48.322391,0
1207,3873,3.27,UK,iPhone,Electronics,3,0,2026-04-23 19:21:11.153522,0
1208,5479,271.48,Canada,Windows,Electronics,3,0,2026-05-02 08:08:08.479707,0
1209,7302,93.58,Germany,MacBook,Electronics,0,1,2026-04-11 16:49:10.033632,0
1210,9831,34.22,Brazil,MacBook,Travel,1,0,2026-04-30 07:08:29.858240,0
1211,4482,9.31,Mexico,iPhone,Luxury,2,0,2026-04-30 08:27:43.915309,0
1212,7191,146.14,UK,iPhone,Luxury,2,1,2026-04-21 00:31:37.832733,0
1213,5308,835.27,USA,MacBook,Luxury,2,0,2026-04-14 02:45:14.337308,0
1214,9715,37.66,USA,Tablet,Gaming,0,0,2026-05-02 10:28:57.038406,0
1215,6691,31.04,Brazil,iPhone,Travel,2,0,2026-05-05 15:46:47.054578,0
1216,5609,55.59,Germany,MacBook,Restaurant,1,0,2026-04-27 00:27:47.757776,0
1217,6867,15.96,Brazil,Tablet,Grocery,4,0,2026-04-18 03:02:00.396776,0
